seller_id,month_key,month_date,total_orders,delivered_orders,late_orders,late_shipment_rate,cancelled_orders,cancellation_rate,avg_review_score,review_count,revenue,revenue_share_of_marketplace,risk_late_component,risk_cancel_component,risk_review_component,risk_volume_component,risk_score,risk_score_zscore,anomaly_flag,is_watchlist
41da3b10f7af4ccf92ed70a91173e19a,2017-04,2017-04-01,7,7,2,0.2857,0,0.0,4.286,7,1470.72,0.0065,10.0,0.0,5.1,0.0,15.1,0.6,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-05,2017-05-01,5,5,0,0.0,0,0.0,5.0,5,903.09,0.0036,0.0,0.0,0.0,4.63,4.63,-0.581,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-06,2017-06-01,4,4,0,0.0,0,0.0,3.75,4,678.58,0.0026,0.0,0.0,9.38,5.38,14.76,0.361,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-07,2017-07-01,8,8,2,0.25,0,0.0,4.25,8,1636.41,0.0065,8.75,0.0,6.0,0.0,14.75,0.295,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-08,2017-08-01,10,10,0,0.0,0,0.0,4.4,10,2504.49,0.0084,0.0,0.0,4.74,0.0,4.74,-0.603,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-09,2017-09-01,7,7,1,0.1429,0,0.0,4.571,7,1892.21,0.0066,5.0,0.0,2.68,0.53,8.21,-0.291,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-10,2017-10-01,8,8,2,0.25,0,0.0,4.0,8,2057.52,0.0066,8.75,0.0,6.25,0.47,15.47,0.566,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-11,2017-11-01,8,8,1,0.125,0,0.0,4.25,8,1891.71,0.0057,4.38,0.0,4.69,0.45,9.52,0.004,0,0
41da3b10f7af4ccf92ed70a91173e19a,2017-12,2017-12-01,7,7,0,0.0,0,0.0,4.571,7,1470.5,0.0044,0.0,0.0,3.06,1.01,4.07,-0.635,0,0
41da3b10f7af4ccf92ed70a91173e19a,2018-01,2018-01-01,5,5,0,0.0,0,0.0,4.4,5,1055.96,0.0029,0.0,0.0,4.5,3.91,8.41,-0.116,0,0
41da3b10f7af4ccf92ed70a91173e19a,2018-02,2018-02-01,1,1,0,0.0,0,0.0,2.0,1,57.53,0.0002,0.0,0.0,18.75,9.17,27.92,1.87,0,0
41da3b10f7af4ccf92ed70a91173e19a,2018-03,2018-03-01,6,5,1,0.2,1,0.1667,2.8,5,1451.48,0.004,9.33,7.0,18.33,0.0,34.66,1.925,0,0
41da3b10f7af4ccf92ed70a91173e19a,2018-04,2018-04-01,7,7,3,0.4286,0,0.0,2.714,7,2150.59,0.0056,15.0,0.0,14.29,0.0,29.29,0.511,0,0
41da3b10f7af4ccf92ed70a91173e19a,2018-05,2018-05-01,5,5,0,0.0,0,0.0,3.0,5,1717.62,0.0046,0.0,0.0,15.15,0.0,15.15,-1.405,0,0
41da3b10f7af4ccf92ed70a91173e19a,2018-06,2018-06-01,5,5,1,0.2,0,0.0,3.0,5,1204.65,0.0029,9.33,0.0,15.0,1.9,26.23,-0.012,0,0
42af58331ff94377b859bca3d3627306,2017-01,2017-01-01,8,8,0,0.0,0,0.0,3.75,8,1920.31,0.0089,0.0,0.0,9.38,0.0,9.38,,0,0
42af58331ff94377b859bca3d3627306,2017-02,2017-02-01,5,5,0,0.0,0,0.0,4.2,5,1106.56,0.0056,0.0,0.0,6.0,4.22,10.22,,0,0
42af58331ff94377b859bca3d3627306,2017-03,2017-03-01,7,7,1,0.1429,0,0.0,4.429,7,2107.19,0.0095,5.0,0.0,3.57,0.0,8.57,-0.112,0,0
42af58331ff94377b859bca3d3627306,2017-04,2017-04-01,8,8,0,0.0,0,0.0,4.25,8,1862.92,0.0082,0.0,0.0,5.36,0.0,5.36,-0.366,0,0
42af58331ff94377b859bca3d3627306,2017-05,2017-05-01,6,6,2,0.3333,0,0.0,4.333,6,1508.35,0.006,11.67,0.0,4.17,1.16,17.0,0.813,0,0
42af58331ff94377b859bca3d3627306,2017-06,2017-06-01,7,7,0,0.0,0,0.0,4.857,7,1168.77,0.0045,0.0,0.0,1.07,0.0,1.07,-0.839,0,0
42af58331ff94377b859bca3d3627306,2017-07,2017-07-01,7,7,0,0.0,0,0.0,4.714,7,1402.58,0.0056,0.0,0.0,2.29,0.0,2.29,-0.501,0,0
42af58331ff94377b859bca3d3627306,2017-08,2017-08-01,9,9,1,0.1111,0,0.0,4.222,9,2634.36,0.0088,3.89,0.0,6.14,0.0,10.03,0.295,0,0
42af58331ff94377b859bca3d3627306,2017-09,2017-09-01,5,5,1,0.2,0,0.0,4.0,5,1267.42,0.0044,7.0,0.0,6.25,4.09,17.34,1.17,0,0
42af58331ff94377b859bca3d3627306,2017-10,2017-10-01,7,7,0,0.0,0,0.0,4.429,7,1505.84,0.0048,0.0,0.0,3.57,0.0,3.57,-0.574,0,0
42af58331ff94377b859bca3d3627306,2017-11,2017-11-01,11,11,1,0.0909,0,0.0,4.273,11,1933.68,0.0058,3.18,0.0,4.54,0.0,7.72,-0.236,0,0
42af58331ff94377b859bca3d3627306,2017-12,2017-12-01,9,9,0,0.0,0,0.0,4.556,9,2348.91,0.007,0.0,0.0,3.17,0.0,3.17,-0.579,0,0
42af58331ff94377b859bca3d3627306,2018-01,2018-01-01,10,10,0,0.0,0,0.0,4.1,10,2493.36,0.0068,0.0,0.0,6.75,0.0,6.75,0.175,0,0
42af58331ff94377b859bca3d3627306,2018-02,2018-02-01,7,7,0,0.0,0,0.0,4.286,7,1330.59,0.0037,0.0,0.0,4.46,3.24,7.7,0.165,0,0
42af58331ff94377b859bca3d3627306,2018-03,2018-03-01,8,8,0,0.0,0,0.0,4.5,8,1766.3,0.0048,0.0,0.0,4.17,0.91,5.08,-0.072,0,0
42af58331ff94377b859bca3d3627306,2018-04,2018-04-01,8,8,2,0.25,0,0.0,3.875,8,1833.1,0.0048,8.75,0.0,7.03,0.46,16.24,0.884,0,0
42af58331ff94377b859bca3d3627306,2018-05,2018-05-01,6,6,0,0.0,0,0.0,4.5,6,1666.24,0.0045,0.0,0.0,3.79,2.56,6.35,-0.302,0,0
42af58331ff94377b859bca3d3627306,2018-06,2018-06-01,7,7,1,0.1429,0,0.0,4.571,7,1422.34,0.0035,6.67,0.0,3.22,0.52,10.41,0.108,0,0
431c00e005e840c69615ac910f5bf17f,2017-01,2017-01-01,6,6,1,0.1667,0,0.0,4.5,6,761.42,0.0035,5.83,0.0,3.75,0.0,9.58,,0,0
431c00e005e840c69615ac910f5bf17f,2017-02,2017-02-01,8,7,1,0.1429,1,0.125,3.875,8,2189.17,0.011,5.0,3.75,8.44,0.0,17.19,,0,0
431c00e005e840c69615ac910f5bf17f,2017-03,2017-03-01,4,4,0,0.0,0,0.0,4.25,4,1467.42,0.0066,0.0,0.0,4.69,5.06,9.75,-0.33,0,0
431c00e005e840c69615ac910f5bf17f,2017-04,2017-04-01,7,7,0,0.0,0,0.0,4.571,7,1925.79,0.0085,0.0,0.0,3.06,0.0,3.06,-0.828,0,0
431c00e005e840c69615ac910f5bf17f,2017-05,2017-05-01,9,9,0,0.0,0,0.0,4.333,9,2288.02,0.0091,0.0,0.0,4.17,0.0,4.17,-0.53,0,0
431c00e005e840c69615ac910f5bf17f,2017-06,2017-06-01,6,6,0,0.0,0,0.0,4.167,6,1308.33,0.005,0.0,0.0,6.25,1.13,7.38,0.156,0,0
431c00e005e840c69615ac910f5bf17f,2017-07,2017-07-01,7,7,1,0.1429,0,0.0,4.429,7,1499.93,0.006,5.0,0.0,4.57,0.51,10.08,0.473,0,0
431c00e005e840c69615ac910f5bf17f,2017-08,2017-08-01,4,4,1,0.25,0,0.0,3.75,4,913.32,0.003,8.75,0.0,9.87,5.59,24.21,1.544,0,0
431c00e005e840c69615ac910f5bf17f,2017-09,2017-09-01,6,6,0,0.0,0,0.0,4.833,6,1926.93,0.0067,0.0,0.0,1.04,0.0,1.04,-1.167,0,0
431c00e005e840c69615ac910f5bf17f,2017-10,2017-10-01,6,6,1,0.1667,0,0.0,3.833,6,1809.88,0.0058,5.83,0.0,7.29,0.0,13.12,0.122,0,0
431c00e005e840c69615ac910f5bf17f,2017-11,2017-11-01,2,2,0,0.0,0,0.0,5.0,2,436.77,0.0013,0.0,0.0,0.0,7.1,7.1,-0.517,0,0
431c00e005e840c69615ac910f5bf17f,2017-12,2017-12-01,7,5,1,0.2,2,0.2857,4.333,6,1807.43,0.0054,7.0,8.57,4.76,0.0,20.33,1.203,0,0
431c00e005e840c69615ac910f5bf17f,2018-01,2018-01-01,5,5,0,0.0,0,0.0,4.8,5,1526.33,0.0042,0.0,0.0,1.5,0.0,1.5,-1.091,0,0
431c00e005e840c69615ac910f5bf17f,2018-02,2018-02-01,5,5,2,0.4,0,0.0,4.0,5,1898.4,0.0053,14.0,0.0,6.25,0.0,20.25,0.963,0,0
431c00e005e840c69615ac910f5bf17f,2018-03,2018-03-01,11,11,0,0.0,0,0.0,4.455,11,3108.21,0.0085,0.0,0.0,4.54,0.0,4.54,-0.862,0,0
431c00e005e840c69615ac910f5bf17f,2018-04,2018-04-01,6,6,2,0.3333,0,0.0,2.333,6,1236.65,0.0032,11.67,0.0,16.67,1.65,29.99,1.928,0,0
431c00e005e840c69615ac910f5bf17f,2018-05,2018-05-01,8,8,0,0.0,0,0.0,2.875,8,1787.18,0.0048,0.0,0.0,16.1,0.0,16.1,-0.196,0,0
431c00e005e840c69615ac910f5bf17f,2018-06,2018-06-01,5,5,3,0.6,0,0.0,2.2,5,1033.86,0.0025,28.0,0.0,21.0,4.57,53.57,3.333,1,0
43be8e1dcbac4199a0113b4fc2edc712,2017-01,2017-01-01,6,6,0,0.0,0,0.0,4.167,6,1147.95,0.0053,0.0,0.0,6.25,0.0,6.25,,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-02,2017-02-01,5,5,2,0.4,0,0.0,3.8,5,780.43,0.0039,14.0,0.0,9.0,1.88,24.88,,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-03,2017-03-01,5,5,0,0.0,0,0.0,3.8,5,906.77,0.0041,0.0,0.0,7.5,1.07,8.57,-0.635,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-04,2017-04-01,4,4,0,0.0,0,0.0,5.0,4,594.85,0.0026,0.0,0.0,0.0,3.0,3.0,-0.929,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-05,2017-05-01,4,4,0,0.0,0,0.0,3.25,4,841.03,0.0033,0.0,0.0,10.94,1.65,12.59,0.04,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-06,2017-06-01,6,6,0,0.0,0,0.0,4.167,6,1727.23,0.0067,0.0,0.0,6.25,0.0,6.25,-0.164,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-07,2017-07-01,8,8,0,0.0,0,0.0,4.25,8,1464.68,0.0058,0.0,0.0,6.0,0.0,6.0,-0.116,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-08,2017-08-01,6,6,1,0.1667,0,0.0,4.5,6,1344.66,0.0045,5.83,0.0,3.95,0.0,9.78,0.136,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-09,2017-09-01,15,14,0,0.0,1,0.0667,4.357,14,3163.76,0.0111,0.0,2.0,4.02,0.0,6.02,-0.12,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-10,2017-10-01,7,7,0,0.0,0,0.0,4.857,7,2092.99,0.0067,0.0,0.0,0.89,3.25,4.14,-0.284,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-11,2017-11-01,11,11,0,0.0,0,0.0,4.091,11,2831.97,0.0085,0.0,0.0,5.68,0.0,5.68,-0.088,0,0
43be8e1dcbac4199a0113b4fc2edc712,2017-12,2017-12-01,8,8,3,0.375,0,0.0,3.375,8,1912.93,0.0057,13.12,0.0,11.61,3.18,27.91,2.055,1,0
43be8e1dcbac4199a0113b4fc2edc712,2018-01,2018-01-01,3,3,1,0.3333,0,0.0,3.667,3,508.61,0.0014,11.67,0.0,10.0,7.36,29.03,1.494,0,0
43be8e1dcbac4199a0113b4fc2edc712,2018-02,2018-02-01,5,5,0,0.0,0,0.0,4.6,5,1144.78,0.0032,0.0,0.0,2.5,3.43,5.93,-1.357,0,0
43be8e1dcbac4199a0113b4fc2edc712,2018-03,2018-03-01,8,8,1,0.125,0,0.0,4.125,8,1775.33,0.0049,5.83,0.0,7.29,0.0,13.12,-0.712,0,0
43be8e1dcbac4199a0113b4fc2edc712,2018-04,2018-04-01,7,7,0,0.0,0,0.0,4.429,7,1417.01,0.0037,0.0,0.0,3.57,0.0,3.57,-1.131,0,0
43be8e1dcbac4199a0113b4fc2edc712,2018-05,2018-05-01,7,7,1,0.1429,0,0.0,4.286,7,1722.0,0.0046,6.25,0.0,5.41,0.0,11.66,0.374,0,0
43be8e1dcbac4199a0113b4fc2edc712,2018-06,2018-06-01,13,13,5,0.3846,0,0.0,3.692,13,2712.78,0.0066,17.95,0.0,9.81,0.0,27.76,1.663,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-01,2017-01-01,4,4,1,0.25,0,0.0,3.0,4,973.12,0.0045,8.75,0.0,15.0,0.0,23.75,,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-02,2017-02-01,4,4,3,0.75,0,0.0,2.75,4,975.39,0.0049,26.25,0.0,16.88,0.0,43.13,,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-03,2017-03-01,6,5,2,0.4,1,0.1667,2.833,6,1135.97,0.0051,14.0,8.33,13.54,0.0,35.87,0.221,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-04,2017-04-01,3,3,2,0.6667,0,0.0,1.667,3,688.39,0.003,23.33,0.0,23.81,4.29,51.43,1.56,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-05,2017-05-01,2,2,2,1.0,0,0.0,1.0,2,308.98,0.0012,35.0,0.0,25.0,6.23,66.23,2.067,1,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-06,2017-06-01,6,5,0,0.0,1,0.1667,3.8,5,999.27,0.0039,0.0,8.33,9.0,0.0,17.33,-3.074,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-07,2017-07-01,1,1,0,0.0,0,0.0,3.0,1,140.14,0.0006,0.0,0.0,16.0,8.15,24.15,-1.893,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-08,2017-08-01,5,5,0,0.0,0,0.0,3.0,5,843.74,0.0028,0.0,0.0,15.79,0.0,15.79,-1.827,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-09,2017-09-01,6,2,0,0.0,4,0.6667,3.667,3,1472.13,0.0051,0.0,20.0,8.33,0.0,28.33,0.839,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-10,2017-10-01,1,1,0,0.0,0,0.0,5.0,1,235.23,0.0008,0.0,0.0,0.0,8.82,8.82,-1.266,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-11,2017-11-01,10,8,2,0.25,2,0.2,2.625,8,2466.55,0.0074,8.75,6.0,14.84,0.0,29.59,1.085,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2017-12,2017-12-01,8,7,3,0.4286,1,0.125,2.0,8,2037.33,0.0061,15.0,3.75,21.43,0.0,40.18,1.629,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2018-01,2018-01-01,5,3,1,0.3333,2,0.4,2.75,4,1271.78,0.0035,11.67,12.0,16.88,2.37,42.92,1.519,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2018-02,2018-02-01,2,2,1,0.5,0,0.0,2.5,2,647.76,0.0018,17.5,0.0,15.62,7.97,41.09,0.32,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2018-03,2018-03-01,5,4,2,0.5,1,0.2,2.0,4,1101.97,0.003,23.33,8.4,25.0,0.0,56.73,1.393,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2018-04,2018-04-01,8,8,5,0.625,0,0.0,2.5,8,2177.85,0.0057,21.88,0.0,15.62,0.0,37.5,-0.855,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2018-05,2018-05-01,3,3,0,0.0,0,0.0,3.667,3,724.15,0.0019,0.0,0.0,10.1,4.71,14.81,-2.752,0,0
4409d5a94dd34cc8806f7c07bdce77cd,2018-06,2018-06-01,5,3,2,0.6667,2,0.4,2.333,3,1212.57,0.003,31.11,24.0,20.0,0.71,75.82,3.585,1,1
45c59ef57a8e4dab9417c7755fb100b7,2017-01,2017-01-01,2,2,0,0.0,0,0.0,5.0,2,344.49,0.0016,0.0,0.0,0.0,0.0,0.0,,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-02,2017-02-01,6,6,0,0.0,0,0.0,4.5,6,1298.57,0.0066,0.0,0.0,3.75,0.0,3.75,,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-03,2017-03-01,10,10,1,0.1,0,0.0,4.0,10,2678.0,0.0121,3.5,0.0,6.25,0.0,9.75,0.715,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-04,2017-04-01,5,5,0,0.0,0,0.0,4.6,5,1056.85,0.0047,0.0,0.0,2.86,2.0,4.86,0.033,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-05,2017-05-01,5,5,1,0.2,0,0.0,4.4,5,1434.16,0.0057,7.0,0.0,3.75,3.31,14.06,0.721,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-06,2017-06-01,8,8,0,0.0,0,0.0,4.5,8,2592.91,0.01,0.0,0.0,3.75,0.0,3.75,-0.527,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-07,2017-07-01,5,5,1,0.2,0,0.0,4.0,5,910.64,0.0036,7.0,0.0,8.0,1.87,16.87,0.846,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-08,2017-08-01,4,3,0,0.0,1,0.25,4.333,3,893.08,0.003,0.0,7.5,5.27,4.1,16.87,0.482,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-09,2017-09-01,15,15,3,0.2,0,0.0,4.067,15,4076.87,0.0142,7.0,0.0,5.83,0.0,12.83,0.03,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-10,2017-10-01,6,6,1,0.1667,0,0.0,4.333,6,1729.44,0.0055,5.83,0.0,4.17,2.94,12.94,-0.235,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-11,2017-11-01,5,5,0,0.0,0,0.0,3.6,5,1687.24,0.0051,0.0,0.0,8.75,4.55,13.3,-0.083,0,0
45c59ef57a8e4dab9417c7755fb100b7,2017-12,2017-12-01,9,9,0,0.0,0,0.0,4.333,9,2495.63,0.0074,0.0,0.0,4.76,0.0,4.76,-0.751,0,0
45c59ef57a8e4dab9417c7755fb100b7,2018-01,2018-01-01,6,6,0,0.0,0,0.0,3.833,6,1460.12,0.004,0.0,0.0,8.75,1.13,9.88,-0.041,0,0
45c59ef57a8e4dab9417c7755fb100b7,2018-02,2018-02-01,7,7,0,0.0,0,0.0,4.286,7,1477.86,0.0041,0.0,0.0,4.46,0.0,4.46,-0.441,0,0
45c59ef57a8e4dab9417c7755fb100b7,2018-03,2018-03-01,3,3,0,0.0,0,0.0,4.0,3,898.23,0.0025,0.0,0.0,8.33,7.02,15.35,0.816,0,0
45c59ef57a8e4dab9417c7755fb100b7,2018-04,2018-04-01,11,11,1,0.0909,0,0.0,4.636,11,2836.72,0.0074,3.18,0.0,2.27,0.0,5.45,-0.404,0,0
45c59ef57a8e4dab9417c7755fb100b7,2018-05,2018-05-01,10,9,1,0.1111,1,0.1,4.0,9,2635.25,0.007,4.86,6.0,7.58,0.0,18.44,0.91,0,0
45c59ef57a8e4dab9417c7755fb100b7,2018-06,2018-06-01,6,6,0,0.0,0,0.0,4.5,6,1338.06,0.0033,0.0,0.0,3.75,2.86,6.61,-0.588,0,0
4691b52958b743ad95d2576f841dc98d,2017-01,2017-01-01,4,4,1,0.25,0,0.0,4.25,4,981.15,0.0045,8.75,0.0,5.63,0.0,14.38,,0,0
4691b52958b743ad95d2576f841dc98d,2017-02,2017-02-01,3,3,0,0.0,0,0.0,4.0,3,506.49,0.0026,0.0,0.0,7.5,2.81,10.31,,0,0
4691b52958b743ad95d2576f841dc98d,2017-03,2017-03-01,5,5,1,0.2,0,0.0,4.6,5,1202.61,0.0054,7.0,0.0,2.5,0.0,9.5,-0.258,0,0
4691b52958b743ad95d2576f841dc98d,2017-04,2017-04-01,4,4,0,0.0,0,0.0,4.25,4,1106.79,0.0049,0.0,0.0,5.36,0.0,5.36,-0.548,0,0
4691b52958b743ad95d2576f841dc98d,2017-05,2017-05-01,3,3,0,0.0,0,0.0,4.667,3,913.79,0.0036,0.0,0.0,2.08,2.89,4.97,-0.311,0,0
4691b52958b743ad95d2576f841dc98d,2017-06,2017-06-01,5,5,0,0.0,0,0.0,4.4,5,1174.23,0.0045,0.0,0.0,4.5,0.0,4.5,-0.192,0,0
4691b52958b743ad95d2576f841dc98d,2017-07,2017-07-01,2,2,0,0.0,0,0.0,4.5,2,769.29,0.0031,0.0,0.0,4.0,5.6,9.6,0.423,0,0
4691b52958b743ad95d2576f841dc98d,2017-08,2017-08-01,5,5,0,0.0,0,0.0,4.6,5,1049.76,0.0035,0.0,0.0,3.16,0.0,3.16,-0.29,0,0
4691b52958b743ad95d2576f841dc98d,2017-09,2017-09-01,7,7,0,0.0,0,0.0,4.286,7,1914.74,0.0067,0.0,0.0,4.46,0.0,4.46,-0.117,0,0
4691b52958b743ad95d2576f841dc98d,2017-10,2017-10-01,7,7,1,0.1429,0,0.0,4.143,7,1586.13,0.0051,5.0,0.0,5.36,0.0,10.36,0.42,0,0
4691b52958b743ad95d2576f841dc98d,2017-11,2017-11-01,7,7,0,0.0,0,0.0,4.286,7,1708.7,0.0052,0.0,0.0,4.46,0.0,4.46,-0.139,0,0
4691b52958b743ad95d2576f841dc98d,2017-12,2017-12-01,3,3,0,0.0,0,0.0,3.667,3,595.93,0.0018,0.0,0.0,9.52,6.67,16.19,0.887,0,0
4691b52958b743ad95d2576f841dc98d,2018-01,2018-01-01,9,9,1,0.1111,0,0.0,3.889,9,2298.85,0.0063,3.89,0.0,8.33,0.0,12.22,0.171,0,0
4691b52958b743ad95d2576f841dc98d,2018-02,2018-02-01,8,8,0,0.0,0,0.0,4.25,8,1885.5,0.0052,0.0,0.0,4.69,0.0,4.69,-0.569,0,0
4691b52958b743ad95d2576f841dc98d,2018-03,2018-03-01,4,4,0,0.0,0,0.0,4.5,4,945.22,0.0026,0.0,0.0,4.17,4.75,8.92,-0.192,0,0
4691b52958b743ad95d2576f841dc98d,2018-04,2018-04-01,12,12,1,0.0833,0,0.0,4.333,12,2914.76,0.0076,2.92,0.0,4.17,0.0,7.09,-0.138,0,0
4691b52958b743ad95d2576f841dc98d,2018-05,2018-05-01,14,14,0,0.0,0,0.0,4.357,14,2852.31,0.0076,0.0,0.0,4.87,0.0,4.87,-0.184,0,0
4691b52958b743ad95d2576f841dc98d,2018-06,2018-06-01,9,9,0,0.0,0,0.0,4.444,9,1716.52,0.0042,0.0,0.0,4.17,1.14,5.31,-0.15,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-01,2017-01-01,6,6,0,0.0,0,0.0,4.0,6,1445.7,0.0067,0.0,0.0,7.5,0.0,7.5,,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-02,2017-02-01,5,4,0,0.0,1,0.2,4.25,4,1046.83,0.0053,0.0,6.0,5.63,1.88,13.51,,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-03,2017-03-01,3,3,1,0.3333,0,0.0,4.0,3,1051.93,0.0047,11.67,0.0,6.25,5.37,23.29,1.161,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-04,2017-04-01,5,5,1,0.2,0,0.0,4.0,5,1714.83,0.0076,7.0,0.0,7.14,0.0,14.14,-0.057,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-05,2017-05-01,9,8,0,0.0,1,0.1111,3.889,9,2229.79,0.0089,0.0,6.67,6.94,0.0,13.61,-0.306,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-06,2017-06-01,6,6,0,0.0,0,0.0,4.167,6,2222.56,0.0086,0.0,0.0,6.25,0.0,6.25,-0.978,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-07,2017-07-01,2,1,0,0.0,1,0.5,3.5,2,409.25,0.0016,0.0,15.0,12.0,7.84,34.84,2.135,1,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-08,2017-08-01,5,5,0,0.0,0,0.0,4.4,5,1120.97,0.0037,0.0,0.0,4.74,1.45,6.19,-1.094,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-09,2017-09-01,8,8,1,0.125,0,0.0,4.875,8,1474.17,0.0051,4.38,0.0,0.78,0.0,5.16,-0.963,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-10,2017-10-01,3,3,1,0.3333,0,0.0,4.333,3,580.56,0.0019,11.67,0.0,4.17,4.71,20.55,0.468,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-11,2017-11-01,12,12,2,0.1667,0,0.0,4.167,12,3602.2,0.0109,5.83,0.0,5.21,0.0,11.04,0.037,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2017-12,2017-12-01,6,6,0,0.0,0,0.0,4.667,6,1471.39,0.0044,0.0,0.0,2.38,2.54,4.92,-0.666,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2018-01,2018-01-01,6,6,0,0.0,0,0.0,4.167,6,1452.57,0.004,0.0,0.0,6.25,1.61,7.86,-0.391,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2018-02,2018-02-01,6,6,0,0.0,0,0.0,4.167,6,1337.73,0.0037,0.0,0.0,5.21,2.7,7.91,-0.003,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2018-03,2018-03-01,8,7,1,0.1429,1,0.125,4.125,8,2400.57,0.0066,6.67,5.25,7.29,0.0,19.21,1.118,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2018-04,2018-04-01,14,14,1,0.0714,0,0.0,4.071,14,3414.17,0.0089,2.5,0.0,5.81,0.0,8.31,-0.304,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2018-05,2018-05-01,8,8,0,0.0,0,0.0,4.5,8,1709.47,0.0046,0.0,0.0,3.79,1.68,5.47,-0.576,0,0
47a82e2e0a7944d4af2b5b11f7a73497,2018-06,2018-06-01,11,11,2,0.1818,0,0.0,4.0,11,2609.54,0.0063,8.48,0.0,7.5,0.0,15.98,0.453,0,0
49487e5cc58b41f68d06c1c257028493,2017-01,2017-01-01,5,5,3,0.6,0,0.0,4.0,5,927.43,0.0043,21.0,0.0,7.5,0.0,28.5,,0,0
49487e5cc58b41f68d06c1c257028493,2017-02,2017-02-01,7,7,2,0.2857,0,0.0,4.571,7,1284.39,0.0065,10.0,0.0,3.22,0.0,13.22,,0,0
49487e5cc58b41f68d06c1c257028493,2017-03,2017-03-01,4,4,1,0.25,0,0.0,4.25,4,935.34,0.0042,8.75,0.0,4.69,3.94,17.38,-0.316,0,0
49487e5cc58b41f68d06c1c257028493,2017-04,2017-04-01,3,3,0,0.0,0,0.0,4.0,3,1116.17,0.0049,0.0,0.0,7.14,5.25,12.39,-0.664,0,0
49487e5cc58b41f68d06c1c257028493,2017-05,2017-05-01,2,2,1,0.5,0,0.0,3.5,2,535.83,0.0021,17.5,0.0,9.38,6.62,33.5,1.741,0,0
49487e5cc58b41f68d06c1c257028493,2017-06,2017-06-01,2,2,1,0.5,0,0.0,4.0,2,212.63,0.0008,17.5,0.0,7.5,3.75,28.75,0.696,0,0
